ID,prediction
1-34952865242,0
1-35119801180,0
1-34663854269,0
1-35395074367,0
1-35506063604,0
2-36091459561,0
1-35240992470,0
1-35116692168,0
1-36177404016,0
1-35662278096,0
1-34815799741,0
2-36005485220,0
1-36057491725,0
1-34553584314,0
1-34996049878,0
1-35192856343,0
1-35946450039,0
1-35268625504,0
1-35166507216,0
1-34733745008,0
1-35445357929,0
1-35235143699,0
1-35999675526,0
1-34880485711,0
1-34658908825,0
1-34862905919,0
2-34758124751,0
1-35433084466,0
1-34880266444,0
1-35985545207,0
1-34996673553,0
1-35269159823,0
2-34737246276,0
1-35953406637,0
1-35333033066,0
1-34655357274,0
3-34770831454,0
1-34948793476,0
1-35496067825,0
1-36013655660,0
1-35837633025,0
3-34759221395,0
1-35171792594,0
1-35158610319,0
1-34640103372,0
1-34915707482,0
1-34662517215,0
3-34767415280,0
1-35340621682,0
1-34554055550,0
1-35325868748,0
1-35550701439,0
1-35322690519,0
1-34600087125,0
1-35808146159,0
1-34877015259,0
1-34683925355,0
1-34663580059,0
1-36014218552,0
1-35319421672,0
1-36183986827,0
1-34947264381,0
1-35952132314,0
1-35714085207,0
1-36233413967,0
1-34984244419,0
1-35130840505,0
1-34956776308,0
1-36215047771,0
1-35524882249,0
1-35246831966,0
1-36187022303,0
1-36048792249,0
1-36247156027,0
1-34876642667,0
1-35551872579,0
1-35636000066,0
2-34807518695,0
1-34877178901,0
3-34781128077,0
1-35417874908,0
2-35857267434,0
1-35346899646,0
1-35782875706,0
2-34784658941,0
3-34777878590,0
1-36054164470,0
1-35682631263,0
1-35323338205,0
1-35641081867,0
1-34667288364,0
1-35817291870,0
1-35133142477,0
1-34859687248,0
1-36143105382,0
1-35693091539,0
1-35071995119,0
1-35515703698,0
1-35970476408,0
1-34987246758,0
1-35582054694,0
1-35035111008,0
2-35995111129,0
1-35814421825,0
1-34515523274,0
1-35697646764,0
1-35995931793,0
1-34596141567,0
1-35378296330,0
1-35305808270,0
1-35196929950,0
1-35723199116,0
1-35063052587,0
1-35082182368,0
1-34742312055,0
1-35824001810,0
1-34863026685,0
1-35672327091,0
1-35671147338,0
1-34488072072,0
1-34623004901,0
1-34688052871,0
1-34699427837,0
1-35117349314,0
1-36187908199,0
1-35244380577,0
1-35234283985,0
1-34535933379,0
1-36131646852,0
1-35448254993,0
1-36051491754,0
1-34719493519,0
1-35559584540,0
1-35690311669,0
1-34953707969,0
1-36159450929,0
1-34468072883,0
1-34918429428,0
1-36232250296,0
3-34766721851,0
1-34622236992,0
1-35507746967,0
1-35723436978,0
1-35766037375,0
1-35644621199,0
1-35606620201,0
1-35204645076,0
1-35317137939,0
1-35606004960,0
1-35525348937,0
1-35017681558,0
1-35704745258,0
1-35057576688,0
1-36153712488,0
1-35365257573,0
1-35940802971,0
1-35433376381,0
1-34588555129,0
1-35080266842,0
2-35190152903,0
1-35537071175,0
1-35662064285,0
1-35316226920,0
2-35865643652,0
1-35503067493,0
1-35710214774,0
1-35610786918,0
1-34576138277,0
1-34510956335,0
1-36101766031,0
3-35269209832,0
1-35761995103,0
1-34472457184,0
1-34745269690,0
1-34474759652,0
1-35130273772,0
1-35444322785,0
1-35455913615,0
1-35785356750,0
1-36008763663,0
2-35979964882,0
1-35678568366,0
1-35712969849,0
1-36208128518,0
1-35621107205,0
1-34879250542,0
2-35910350465,0
1-35650327310,0
1-35040757370,0
1-35111903271,0
1-34892472789,0
3-34772375642,0
1-35340758017,0
1-34911334183,0
1-36072374150,0
1-34730280479,0
1-35607753102,0
1-36267380620,0
1-35604448688,0
1-34627038934,0
1-35820138152,0
1-34923670118,0
1-35767964341,0
1-34860711904,0
1-34488803072,0
1-34869960292,0
1-34680625979,0
1-35202213807,0
1-35171999285,0
1-35656216179,0
1-34494788719,0
1-35457913750,0
1-35061479623,0
1-36225279325,0
1-35939945394,0
1-34988110511,0
1-36079519251,0
1-34731036036,0
1-34696122066,0
1-34631808639,0
1-35091384527,0
1-34918466358,0
1-35111017489,0
1-35529179129,0
1-36095764243,0
1-35646071537,0
1-36076012868,0
3-34759778954,0
1-35972845680,0
1-35539587219,0
1-34874526773,0
1-34955705200,0
1-36172611120,0
1-36148115305,0
1-34933729111,0
1-34868321299,0
1-34549713628,0
2-35042503320,0
1-35598286348,0
1-35485409224,0
1-35313351452,0
1-34825130393,0
1-35237710193,0
1-34920272729,0
1-34828689111,0
1-34735839872,0
1-36159537965,0
1-35552315301,0
2-35979043447,0
1-35143140032,0
1-34650458022,0
1-35946412782,0
1-34912165711,0
1-35306737298,0
1-35647198213,0
1-35763091583,0
1-35021213805,0
1-34500181754,0
1-35680180619,0
1-35186310302,0
1-34914915351,0
2-34786008967,0
1-34522137117,0
1-34713125711,0
1-35238756931,0
1-35529463258,0
1-36038236153,0
1-36106697607,0
3-34789940423,0
1-35775951583,0
1-36008945535,0
1-35735344397,0
3-34772994249,0
1-36261735907,0
1-34880038796,0
1-36262293647,0
1-34754110364,0
2-35939073736,0
1-35337430009,0
1-34728480946,0
1-34578786746,0
1-35166502298,0
1-35666042588,0
1-36210789936,0
1-34961353509,0
1-34500057772,0
1-34981890324,0
1-34685950352,0
1-35108678210,0
1-35401215218,0
1-35402432447,0
1-35148014782,0
1-35622138249,0
1-34700437005,0
1-35533804347,0
1-34646687853,0
1-36201873458,0
1-35271934103,0
1-35787915322,0
1-35117234931,0
1-34719752627,0
1-35249774722,0
1-34656224925,0
1-34545692739,0
1-34698619361,0
1-35344985014,0
1-34476220201,0
1-35088017198,0
1-35309891916,0
1-35561542806,0
1-35298781336,0
1-35650984981,0
1-35264032471,0
1-35253924586,0
1-35947466163,0
1-35317540216,0
1-35019239789,0
1-34721973391,0
1-35385604259,0
1-35297597947,0
1-35288821491,0
1-34874023572,0
1-34641819777,0
1-36277859091,0
1-34890143016,0
1-34545302599,0
1-36024915898,0
1-35090917965,0
3-34764412667,0
3-34801544388,0
1-35448073551,0
1-35695771611,0
1-35293110410,0
1-34975251157,0
1-35321374286,0
1-35190480480,0
1-35420381235,0
1-34918523120,0
1-35626600950,0
1-36175681581,0
1-35137894064,0
1-35495680221,0
1-35312270655,0
1-35316724836,0
2-35797545531,0
2-35800523747,0
1-36240746337,0
1-35032991145,0
1-35652013741,0
1-36153599136,0
1-34631711361,0
1-35948798808,0
1-35413378436,0
1-35418216101,0
1-36145971326,0
1-34671446362,0
1-35267540546,0
1-34531025031,0
1-35130207185,0
1-35531756048,0
1-35968714875,0
2-35803051595,0
1-35139156255,0
1-34882242766,0
1-34742813445,0
1-34850636389,0
1-35433216092,0
1-35500521159,0
2-34805888846,0
1-35326133953,0
1-34986801909,0
1-35350945130,0
1-35527980168,0
3-34774511334,0
1-35432344181,0
2-36028340269,0
1-34727698203,0
1-35361448894,0
1-34683755252,0
1-35559045565,0
1-34823281089,0
1-35397991372,0
1-34516119356,0
1-36204972328,0
1-34494706015,0
2-35610779889,0
1-35131429733,0
1-34753290966,0
1-35260978043,0
1-35568429342,0
1-35200353811,0
1-35065738153,0
1-36190860231,0
2-35884585410,0
1-35743626535,0
1-35724914938,0
1-35847052293,0
1-34861874560,0
1-35610911850,0
1-35744793344,0
1-35717691959,0
3-34785328423,0
1-35300381675,0
1-36102180210,0
1-35541744951,0
1-34540555805,0
1-34674850748,0
1-35368458377,0
1-35221560751,0
2-35908833108,0
1-34691017822,0
1-35748078858,0
3-34757008229,0
1-35239486493,0
1-35650828542,0
1-35805879693,0
1-36079969975,0
1-35424827793,0
1-35625412611,0
1-35188799459,0
1-36188103839,0
1-35235674955,0
1-34841196631,0
1-35694681381,0
1-35224992501,0
2-35894495295,0
3-35387910203,0
1-34684405132,0
1-35717336465,0
1-36035559975,0
1-35255789861,0
1-35659163680,0
1-36176955151,0
1-35682086728,0
2-35798558311,0
1-35539838000,0
1-34572863677,0
1-35745855207,0
2-35897500631,0
1-35710870014,0
1-35959350094,0
1-36026521867,0
1-35634096527,0
1-35554222793,0
1-36259307563,0
1-35117729027,0
1-35100374940,0
1-34717808113,0
1-36094367027,0
1-34580152854,0
1-35121358878,0
1-34625716687,0
1-35122745833,0
1-34539261175,0
1-35950269034,0
1-35115483675,0
1-35590513050,0
1-35178789416,0
1-34931576729,0
1-35631894920,0
1-35329737927,0
1-35293509195,0
1-36057280083,0
1-35070516399,0
1-35153425751,0
1-35398091748,0
1-35121537975,0
1-35449549814,0
1-35093699153,0
1-34829825824,0
1-34693749153,0
1-35337534922,0
1-35118664614,0
3-34779153760,0
1-35125631872,0
1-34861787839,0
1-35967297269,0
1-35714903712,0
1-35052747896,0
1-35183629529,0
1-35471107192,0
2-35092397885,0
1-35269403952,0
1-36211858859,0
2-35805321052,0
2-34786804650,0
1-34520234005,0
1-34503503803,0
1-35955757718,0
1-34850524584,0
1-34817368261,0
2-34757634886,0
2-35899940640,0
1-34999905836,0
1-36067243330,0
1-36240885897,0
1-36099849865,0
1-35039283662,0
1-34581507946,0
1-35922589416,0
1-34988649769,0
1-34938962374,0
1-36070944093,0
1-34734464112,0
1-35186710980,0
1-34517734377,0
1-35769615477,0
1-34593311846,0
1-35426133355,0
1-35473770543,0
1-35142618346,0
1-34987864455,0
1-34870284842,0
1-34656892061,0
1-34645350973,0
1-35611828803,0
1-34832869822,0
1-35058207090,0
1-35459635843,0
1-35212901517,0
1-35730580632,0
1-35937337451,0
1-34468052256,0
1-36095875810,0
1-34728814800,0
1-34849218777,0
1-35403272734,0
1-34960193033,0
1-36252818945,0
1-35194249892,0
1-35137097220,0
1-36238881280,0
1-34609404390,0
1-35626902572,0
1-36268275777,0
1-35049555294,0
1-34717350320,0
1-34963133961,0
2-36091280524,0
1-35334039776,0
2-34808632973,0
1-34720628448,0
1-35606864991,0
1-35534696861,0
1-36051749459,0
1-35579239659,0
1-35256185310,0
1-35115473829,0
1-35212785861,0
1-35011898824,0
1-35339980781,0
1-34555048190,0
1-36068951967,0
1-36125613856,0
1-34572402473,0
1-35632645077,0
1-35607303029,0
3-35491425565,0
1-35024838194,0
1-35713497529,0
1-34713611366,0
1-36231198346,0
1-34932633192,0
1-35283538511,0
1-34904998808,0
1-35197474755,0
1-34556313105,0
1-36169876836,0
3-34800568951,0
2-35910159785,0
1-35425499247,0
1-34674129759,0
1-35689702628,0
1-34544951509,0
1-34536562305,0
1-35437110362,0
1-35229075771,0
1-35340160547,0
1-34517610882,0
1-35336267856,0
1-36269577620,0
1-35146408835,0
1-34599882715,0
2-35854980685,0
1-35721831981,0
3-34799149129,0
2-35853335593,0
1-35336865389,0
1-35577905560,0
1-34636444302,0
1-35400912798,0
1-34864694790,0
1-35397207488,0
1-34827694602,0
1-35486969419,0
1-35535733268,0
3-34799042345,0
1-35312680147,0
1-34900744682,0
1-35679292885,0
1-34486322010,0
1-34939353084,0
1-36029515116,0
1-35526095253,0
1-34604278371,0
1-34973898042,0
1-35689370611,0
1-35213166508,0
1-35330673113,0
1-35103398833,0
1-34611593831,0
1-36195384485,0
1-35426880716,0
3-35387938224,0
1-34630841730,0
1-35172950794,0
1-35390708733,0
1-35224637661,0
1-34993241525,0
1-35021741548,0
1-34835303089,0
1-36188222206,0
1-35951468515,0
1-34521964625,0
1-34608750422,0
1-34492833768,0
1-35589038429,0
1-35723472291,0
1-35713125279,0
1-34612376241,0
1-35006178924,0
1-35297480154,0
1-35259363611,0
1-35286262101,0
1-34475118423,0
1-35027977333,0
1-35667574516,0
1-35199998461,0
1-34625636814,0
1-34946476230,0
1-35572701377,0
1-35118946700,0
1-35245833672,0
1-34624870641,0
1-34559614467,0
1-35074269477,0
1-34963190034,0
2-34808557721,0
1-35189716163,0
1-36148288207,0
2-34740618343,0
1-36145008400,0
1-34838128242,0
1-35496040548,0
1-34907688206,0
1-35521444679,0
1-35207296650,0
1-35577529243,0
1-34973578682,0
1-34950599213,0
1-35333253732,0
1-35147788088,0
1-36158686512,0
1-34715886855,0
1-36024061603,0
2-34740425222,0
1-36230215264,0
1-35653997164,0
1-35848625050,0
1-36057879724,0
1-34969996573,0
1-34994717171,0
1-34468123860,0
1-35766303521,0
1-35153809917,0
1-35446688666,0
1-35204138966,0
1-34841620594,0
1-35180239738,0
1-34679686324,0
1-35404628225,0
1-34546656782,0
1-34889397976,0
1-34932362343,0
1-34922682679,0
1-34841340418,0
1-35543559926,0
1-35324743606,0
1-34542781439,0
1-35080304982,0
1-35217120093,0
1-35616645988,0
1-35460112523,0
1-35614127046,0
1-35947905421,0
1-35048043975,0
1-35113565598,0
1-34943418557,0
1-35968990965,0
1-34987380258,0
1-35723650928,0
1-35710734015,0
1-34501350966,0
1-35456022178,0
1-35364754256,0
1-35605304203,0
1-34827163828,0
1-35680991684,0
1-34558229062,0
3-34762011824,0
1-35167945755,0
1-36272325417,0
2-35798873199,0
1-35250937338,0
1-34749948530,0
1-34948162095,0
1-34690648180,0
1-35974826451,0
2-35882800109,0
1-35033803401,0
3-34797327720,0
1-35723007251,0
1-34728233711,0
1-34961918775,0
1-35145600572,0
1-34659822864,0
1-35566584867,0
1-34743493394,0
1-34754925342,0
1-34715231373,0
1-34721021163,0
1-34918627355,0
1-34933973497,0
1-34484959138,0
1-34999425073,0
1-34712974016,0
1-35252269554,0
1-34966017575,0
2-35872500129,0
1-35335627388,0
3-35269210260,0
1-35210752442,0
1-35287758471,0
1-34482555760,0
1-35119955475,0
1-34720733800,0
1-35946950624,0
1-35322553665,0
1-35279915470,0
1-34978193838,0
1-34886086632,0
1-34660572859,0
1-35825670891,0
1-36016282903,0
1-34522877195,0
1-34567207974,0
1-35521284919,0
1-35017023437,0
1-34967482223,0
1-35728483224,0
1-34525328507,0
1-35128022759,0
1-35689306597,0
1-36074950676,0
1-34520598909,0
1-35827041698,0
2-35853410743,0
1-35259294829,0
1-34952754543,0
1-35467719858,0
1-34604972004,0
1-35122090724,0
1-34924812048,0
1-34590565448,0
1-34662026852,0
1-35220968641,0
1-35133042117,0
1-35816580570,0
1-35132933537,0
1-34580404638,0
1-35220275688,0
1-35443504149,0
1-35155363176,0
1-34558224294,0
1-35605596058,0
2-35897254664,0
2-34805374676,0
2-35901928072,0
1-35188394265,0
1-35808012353,0
1-34993976646,0
1-36238346453,0
1-35487592755,0
1-35571705014,0
1-34841914934,0
1-35636135847,0
1-34949331416,0
1-35551812577,0
1-34698978125,0
1-34963459486,0
1-34639349307,0
1-35243061411,0
1-36238758478,0
1-35078806484,0
1-34704455752,0
1-35646423747,0
1-35387571336,0
3-34768084110,0
1-35518016329,0
1-34581318513,0
1-36278318994,0
1-34523149127,0
1-35279812247,0
1-36033493280,0
2-34784653518,0
1-35372232677,0
1-35646481444,0
1-35783267866,0
1-35259981658,0
1-36125144677,0
1-36154884562,0
1-35586492929,0
1-35116752202,0
2-35650607484,0
1-35832489795,0
1-35113636701,0
1-35736527608,0
1-34488481485,0
1-35197598182,0
1-34942285158,0
1-36184333983,0
1-35157736141,0
1-35588340241,0
1-34513260125,0
1-34957310600,0
1-35403420363,0
1-35178030802,0
3-34798351549,0
1-34597888947,0
1-35474232499,0
1-35170232505,0
2-34741095302,0
1-35643255343,0
2-35733896895,0
1-35111907311,0
1-35039639911,0
1-35603953589,0
1-35966961834,0
1-35523692116,0
1-36240729089,0
1-34727812029,0
1-36012179009,0
1-35276278147,0
1-36173062622,0
1-34557516562,0
1-36193454241,0
1-34698402142,0
1-34708589047,0
1-35592585234,0
2-35210256089,0
1-35791369280,0
1-35358577413,0
1-35603554810,0
1-35272676992,0
2-34805542941,0
1-35322225215,0
1-35839477060,0
1-34470906355,0
1-35713892928,0
1-35187061379,0
1-35027283312,0
2-36226700908,0
1-35712799105,0
1-34822804692,0
1-35228220467,0
3-34763663662,0
1-35035205104,0
1-35369905720,0
2-35881462756,0
1-35919937197,0
1-36031368504,0
2-35889533944,0
1-36176328746,0
1-35783148500,0
1-35958637231,0
1-35301335050,0
1-35602717610,0
1-34489507551,0
1-35133600352,0
1-35826545754,0
1-36075053387,0
1-35345323872,0
1-35338823415,0
1-36283417676,0
1-35506046834,0
1-35611066380,0
1-34572070828,0
1-36119893111,0
1-35630695655,0
1-35944703560,0
1-36014029326,0
1-35570945990,0
2-34809941111,0
1-36125675725,0
1-35696074103,0
1-35305552113,0
1-35971428016,0
1-35229385916,0
1-34619095176,0
2-35977631973,0
1-35299978171,0
1-36158833198,0
1-35587972695,0
1-34717086399,0
1-35130137975,0
1-35943822034,0
1-35812673122,0
2-34461722557,0
1-34716125936,0
1-34563096220,0
2-35856667495,0
1-34951056084,0
1-35059667000,0
1-35702505879,0
1-34984418290,0
1-35532670198,0
1-35039502282,0
1-35539586094,0
1-34950633853,0
1-36261982931,0
1-35201054666,0
1-35512316385,0
1-35507464097,0
1-35319244577,0
1-34853375538,0
1-34853605023,0
1-35106553194,0
1-34511091887,0
1-36203486845,0
1-34720059009,0
1-35703972623,0
1-35836623341,0
1-35435189657,0
1-35176362916,0
1-35433530439,0
1-36180634464,0
1-35136066822,0
1-35661896810,0
1-34864386150,0
1-35829338647,0
1-35477381237,0
1-36049301509,0
1-35250158780,0
1-35641435487,0
2-34812913805,0
1-35770773177,0
1-35604799215,0
1-34707283051,0
1-35228703498,0
1-35388574892,0
1-36214683790,0
1-34578837051,0
2-34756710974,0
1-35072678103,0
1-36143438919,0
2-35889902442,0
1-35754779035,0
1-35027654529,0
1-36001039780,0
1-34549567315,0
1-35452724701,0
1-36109770107,0
2-35092392904,0
1-35029933185,0
1-35122060751,0
1-34858717517,0
1-35540565096,0
1-35401587320,0
1-34614029072,0
1-34629612764,0
1-35590818261,0
1-35441267457,0
1-34630279703,0
2-34708558334,0
1-35950035514,0
2-34807337277,0
1-34481683954,0
1-34602913134,0
1-34499819392,0
3-34776823199,0
1-35280578093,0
1-35020624173,0
1-36146590947,0
1-35325961834,0
1-35033591540,0
1-34623926324,0
1-36201911195,0
1-35600798304,0
1-35696480759,0
1-35579766303,0
1-34742288978,0
1-35381689739,0
1-35753792123,0
1-35823962753,0
1-36068703583,0
1-36039936724,0
1-35391013853,0
1-35083160491,0
1-36229705825,0
1-35737895667,0
1-35015894023,0
1-34527914638,0
1-35604224098,0
1-36267075157,0
1-35246058622,0
1-35118500662,0
1-35139144800,0
1-34879709239,0
1-34518301119,0
1-34814705365,0
1-34649950203,0
1-35346076004,0
1-35169063438,0
2-34745316327,0
1-35151124448,0
2-35894085097,0
2-36028504758,0
1-35722991182,0
1-34694954637,0
1-35103366307,0
1-35660338670,0
1-34665778981,0
1-34700123767,0
1-35726296826,0
1-35651223041,0
1-36146539128,0
1-35334443688,0
1-34895760964,0
1-35785975507,0
1-34980192807,0
1-35812615074,0
1-34621148157,0
1-34653336498,0
1-34883985275,0
1-34726817832,0
1-34852754631,0
1-36073247436,0
1-35468652008,0
1-35237501745,0
1-35148719877,0
1-36184938131,0
1-35541098688,0
1-35270974775,0
1-34901347505,0
1-35790593940,0
1-34861676802,0
2-34809539021,0
1-35034290411,0
1-35992479396,0
2-34521851031,0
1-35673359740,0
1-36074910762,0
1-34986694132,0
1-34920813074,0
1-35318454816,0
1-36117299242,0
1-34729224130,0
1-36122679865,0
1-35921812014,0
1-35035429555,0
3-34757235715,0
1-35299446521,0
2-34953227165,0
1-36010071483,0
1-35130215237,0
1-35652550769,0
2-36228943331,0
1-35169000240,0
1-36120203414,0
1-35820587446,0
1-34710971878,0
1-35529520796,0
1-34920615351,0
1-35315911434,0
1-35433726919,0
1-34827194937,0
1-35339719843,0
1-35628042557,0
1-35472714157,0
1-34549636721,0
2-36002760496,0
2-36006019606,0
1-34950632545,0
1-36192405407,0
1-36221154619,0
1-35352341922,0
1-35146130866,0
1-34505698138,0
1-34918213798,0
1-35650231605,0
1-35930147837,0
1-35542031954,0
1-34523747917,0
1-35508936966,0
1-34478547186,0
3-34767073105,0
1-35613275652,0
1-35221091399,0
1-35104996308,0
1-34560032970,0
1-35045541345,0
1-35718464612,0
2-35893585074,0
1-34865400915,0
1-35596500081,0
3-34776440804,0
1-36065667325,0
1-35704027665,0
1-35149632981,0
1-34866946511,0
1-34728752583,0
1-35197421867,0
1-34932599319,0
1-35537673931,0
1-35581563529,0
1-34846679913,0
1-35178145990,0
1-35559968675,0
